"title","subtitle","description","rawData.source","rawData.contact1","rawData.contact2","rawData.contact3","dataDescription.units","dataDescription.spatialResolution","dataDescription.temporalResolution","dataDescription.years","dataDescription.projection.proj4string","dataDescription.projection.egsp","dataDescription.extent.xmin","dataDescription.extent.ymin","dataDescription.extent.xmax","dataDescription.extent.ymax","availability.rawData","availability.code","availability.driver"
"Fisheries","Demersal destructive","Fishing intensity in the St. Lawrence with demersal destructive gear","DFO (2016). Departement of Fisheries and Oceans Canada’s Fisheries and Oceans Canada Zonal Interchange File Format (ZIFF) data. A compilation of landing data from logbook data between 2010 and 2015","Sylvain Hurtubise","Hugues Benoît","Hugo Bourdages","kg*km^-2","1km^2","Event based","2010-2015","+proj=lcc +lat_1=60 +lat_2=46 +lat_0=44 +lon_0=-68.5 +x_0=0 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs","32198","-61651.54","205084.4","831853.4","910793","no","yes","yes"
