z,Nom de colonie/Colony name,CentroideX,CentroideY,Espece/Species-EN,Espece/Species-FR,Jour et mois/Day and Month,Annee/Year,Nombre de nicheurs/Number of Breeders,Methodes,Remarques,Reference
265,Refuge de baie des Loups,-60.25724357,50.18898192,Ring-billed Gull,Go�land � bec cercl�,15-20/06,2015,0,DA,,SCF 2015
265,Refuge de baie des Loups,-60.25724357,50.18898192,Ring-billed Gull,Go�land � bec cercl�,10-17/06,2010,128,DSN,,SCF 2010
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,18/06,1999,0,DN,,RAIL ET CHAPDELAINE 2004
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,14-16/06,1993,226,DSN,CF.RAP.INT.,CHAPDELAINE 1995
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,15-18/06,1988,208,DSN,CF.RAP.INT.:CARTE,CHAPDELAINE ET BROUSSEAU 1991
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,18/06,1982,88,DN,CF.RAP.INT:INV.PART.,BROUSSEAU ET CHAPDELAINE 1983A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,21/06,1977,1,DN,Pas d'estimation - CF.RAP.INT.:ILE D.L.,CHAPDELAINE 1980
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,28/06,1972,1,DN,Pas d'estimation - CF.RAP.INT.,NETTLESHIP ET LOCK 1973
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,11-14-19/06,2005,0,DN,,RAIL ET COTTER 2007
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,10-17/06,2010,0,DN,,SCF 2010
265,Refuge de baie des Loups,-60.25724357,50.18898192,Leach's Storm-Petrel,Oc�anite cul-blanc,15-20/06,2015,0,DN,,SCF 2015
265,Refuge de baie des Loups,-60.25724357,50.18898192,Great Cormorant,Grand Cormoran,/06,1962,60,DSN,LAT 501402:LONG 601304,B�DARD 1963A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1925,280,DA,,LEWIS 1925A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,,1928,880,DN:DA,,LEWIS 1931C
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,14/07,1915,1200,DA,ILE DU LARGE,TOWNSEND 1917
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1960,101,DA,,MOISAN 1962
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1930,392,DA,,LEWIS 1931A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1935,390,DA,114C A L'ILE DU LARGE,LEWIS 1937A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1940,366,DA,,LEWIS 1942
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1945,340,DA,,HEWITT 1950
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,18/06,1947,74,DN:DA,NID.,GABRIELSON 1952
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1955,180,DA,,LEMIEUX 1956
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1965,0,DA,,MOISAN ET FYFE 1967
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,28/06,1972,120,DSN,CF.RAP.INT.:CN(61),NETTLESHIP ET LOCK 1973
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,21/06,1977,16,DSN,CF.RAP.INT.:CN(8),CHAPDELAINE 1980
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,18/06,1982,0,DA,CF.RAP.INT.:COL.AB.,BROUSSEAU ET CHAPDELAINE 1983A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,/06,1950,164,DA,,TENER 1951
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,15-20/06,2015,408,DN(SO/BA),MIN.; Organ=94c; �lot SO de Organ=110+c.; CN(94),SCF 2015
265,Refuge de baie des Loups,-60.25724357,50.18898192,Double-crested Cormorant,Cormoran � aigrettes,10-17/06,2010,40,DSN,�lot SO de Organ,SCF 2010
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,,1928,1,DA,Pas d'estimation,LEWIS 1928B
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,18/06,1999,2090,DSN:DN:I.DEN.,,RAIL ET CHAPDELAINE 2004
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,14-16/06,1993,1392,DSN:DN:I.DEN.,CF.RAP.INT.,CHAPDELAINE 1995
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,15-18/06,1988,846,DSN:DN:I.DEN.,CF.RAP.INT.:CN(390),CHAPDELAINE ET BROUSSEAU 1991
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,18/06,1982,562,DSN(5):I.DEN.,CF.RAP.INT.:CN(164),BROUSSEAU ET CHAPDELAINE 1983A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,21/06,1977,826,DSN(7):I.DEN.,CF.RAP.INT.:CN(218),CHAPDELAINE 1980
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,28/06,1972,1,DN:DA,Pas d'estimation - CF.RAP.INT.:CN(108),NETTLESHIP ET LOCK 1973
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1965,980,DA,,MOISAN ET FYFE 1967
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1960,1620,DA,,MOISAN 1962
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1955,1126,DA,,LEMIEUX 1956
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1950,720,DA,,TENER 1951
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1947,1,DN:DA,Pas d'estimation,GABRIELSON 1952
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1945,1400,DA,,HEWITT 1950
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1940,1600,DA,,LEWIS 1942
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1935,1000,DA,,LEWIS 1937A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1930,474,DA,,LEWIS 1931A
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,/06,1925,100,DA:DN?,,LEWIS 1927
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,11-14-19/06,2005,3898,DSN:DN:I.DEN.,,RAIL ET COTTER 2007
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,9-11/06,2003,326,DSN,SUR BLACKLANDS ET #5,RANSOM 2003
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,10-17/06,2010,3436,DSN:DN:I.DEN.,,SCF 2010
265,Refuge de baie des Loups,-60.25724357,50.18898192,Common Eider,Eider � duvet,15-20/06,2015,2302,DSN:DN:I.DEN.,CN(553),SCF 2015
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Common Murre,Guillemot marmette,11/06,2005,1,DA:DN,Pas d'estimation - nid. milieu ouvert; �le au NE,SCF 2005
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Common Murre,Guillemot marmette,14/07,1915,1,DN:DA,Pas d'estimation,TOWNSEND 1917
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Common Murre,Guillemot marmette,/06,1923,1,DN:DA,Pas d'estimation,LEWIS 1924
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Common Murre,Guillemot marmette,15/06,2015,800,DA(BA),min.,SCF 2015
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Common Murre,Guillemot marmette,13/06,2010,190,DA(BA):K,95% COMU,SCF 2010
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Razorbill,Petit Pingouin,11/06,2005,1,DA,Pas d'estimation - nid.; sur �le au NE,SCF 2005
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Razorbill,Petit Pingouin,05/07,1995,50,DA,CF.CARTE: SITE J (�lot N-E),SCF 1995
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Razorbill,Petit Pingouin,13/06,2010,10,DA(BA):K,5% RAZO,SCF 2010
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Razorbill,Petit Pingouin,15/06,2015,50,DA(BA),min.,SCF 2015
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Great Black-backed Gull,Go�land marin,05/07,1995,6,DA,CF.CARTE: SITE J (�lot N-E),SCF 1995
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Great Black-backed Gull,Go�land marin,11/06,2005,1,DA,Pas d'estimation - �le au NE,SCF 2005
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Great Black-backed Gull,Go�land marin,13/06,2010,15,DA(BA),min.,SCF 2010
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Herring Gull,Go�land argent�,11/06,2005,1,DA,Pas d'estimation - �le au NE,SCF 2005
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Herring Gull,Go�land argent�,13/06,2010,20,DA(BA),min.,SCF 2010
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Great Cormorant,Grand Cormoran,,1975,0,DA(AV),COL.AB.,SCF 1975
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Great Cormorant,Grand Cormoran,,1949,34,DN,,ERSKINE 1972
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,,1884,1,DA,Pas d'estimation - NID.,FRAZAR 1887
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,17/06,1978,50,DA(AV),SITE DE REPOS?,SCF 1978
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,/06,1977,0,DA,,SCF 1977
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,,1930,0,DA,,MENDALL 1936
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,,1928,90,DN:DA,,LEWIS 1929A
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,,1926,1,DN,Pas d'estimation,LEWIS 1926
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,,1906,1,DA,Pas d'estimation - NID.,TOWNSEND 1917
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,14/07,1915,1,DA:DN?,Pas d'estimation - NID.,TOWNSEND 1917
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,11/06,2005,400,DN(BA),plus. 100s de nids; �le au NE; Photo DSCN0925,SCF 2005
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,15/06,2015,132,DN(BA),min.;prob. 132 couveurs,SCF 2015
266,Iles aux Oeufs (Cap Whittle),-60.1037,50.1691,Double-crested Cormorant,Cormoran � aigrettes,13/06,2010,350,DN(BA),environ,SCF 2010
267,Ile du Lac,-60.0904,50.1879,Red-throated Loon,Plongeon catmarin,,1906,1,DN:DA,Pas d'estimation - NID.,TOWNSEND 1917
267,Ile du Lac,-60.0904,50.1879,Red-throated Loon,Plongeon catmarin,19/06,1988,2,DSN,CF.RAP.:DMO(1),NASH 1989
267,Ile du Lac,-60.0904,50.1879,Black-legged Kittiwake,Mouette tridactyle,15/06,2015,16,DSNP(BA),,SCF 2015
267,Ile du Lac,-60.0904,50.1879,Black-legged Kittiwake,Mouette tridactyle,17/06,1988,1,DN:DA,Pas d'estimation - NID.,P. BROUSSEAU (COM. PERS.)
267,Ile du Lac,-60.0904,50.1879,Great Black-backed Gull,Go�land marin,17/06,1988,1,DN:DA,Pas d'estimation - NID.,P. BROUSSEAU (COM. PERS.)
267,Ile du Lac,-60.0904,50.1879,Herring Gull,Go�land argent�,17/06,1988,1,DN:DA,Pas d'estimation - NID.,P. BROUSSEAU (COM. PERS.)
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,/07,1923,22,DN,,LEWIS 1925A
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,15/07,1924,44,DN,,LEWIS 1925A
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,19/06,1884,1,DN:DA,Pas d'estimation - NID.,FRAZAR 1887
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,15/06,1915,1,DN:DA,Pas d'estimation - NID,TOWNSEND 1917
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1906,1,DN:DA,Pas d'estimation - NID.,TOWNSEND 1917
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1880,0,DA,NID.,STEARNS 1890
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,26/06,1860,4500,DN:DA,NID.,BRYANT 1861
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1833,1,DN:DA,Pas d'estimation - NID.,TODD 1963
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,03/07,1940,280,DN,,LEWIS 1941B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,23/06,1933,224,DN,,LEWIS 1934A
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,20/06,1934,204,DN,,LEWIS 1937B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,05/07,1935,190,DN,,LEWIS 1937B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,12/06,1936,146,DN,,LEWIS 1938B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,12/06,1937,116,DN,,LEWIS 1938B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,29/06,1931,140,DN,,LEWIS 1934B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1939,194,DN,,LEWIS 1941B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,15/06,1930,126,DN,,LEWIS 1934B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,18/06,1947,170,DN,,GABRIELSON 1952
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1949,284,DN,,TODD 1963
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,19/06,1962,126,DSN,,B�DARD 1963A
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,/06,1977,1,DA,Pas d'estimation - NID.,SCF 1977
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,/06,1982,1,DA,Pas d'estimation - NID.,SCF 1982
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,08/07,1990,278,DSNP(BA),,SCF 1990
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1938,196,DN,,TODD 1963
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,11/06,2005,28,DN(BA),,SCF 2005
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1944,348,DN,,TODD 1963
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,07/07,1932,194,DN,,BAILEY 1933
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,21/07,1925,44,DN,,LEWIS 1927
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,/07,1926,66,DN,,LEWIS 1927
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,,1927,64,DN,,LEWIS 1928A
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,13/06,1928,120,DN,48+12 � l'ouest,LEWIS 1928B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,28/06,1929,98,DN,,LEWIS 1930B
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,/07,1995,1,DA,Pas d'estimation - MIN.; CF.CARTE,SCF 1995
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,13/06,2010,46,DSNP(BA),,SCF 2010
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,17/06,1988,1,DN:DA,Pas d'estimation - NID.,P. BROUSSEAU (COM. PERS.)
267,Ile du Lac,-60.0904,50.1879,Great Cormorant,Grand Cormoran,15/06,2015,32,DN:DSNP(BA),traces d'une colonie plus �tendue,SCF 2015
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,/06,1977,0,DA,COL.AB.,SCF 1977
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,/06,1947,1,DA,Pas d'estimation - NID.,GABRIELSON 1952
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,,1930,210,DA,,LEWIS 1931B
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,,1880,0,DA,OBS.,STEARNS 1890
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,26/06,1860,500,DA:DN?,,BRYANT 1861
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,,1928,80,DA,,LEWIS 1929A
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,,1926,72,DN:DA,,LEWIS 1927
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,18/07,1925,1,DA,Pas d'estimation - NID.,LEWIS 1927
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,19/06,1884,1,DN:DA,Pas d'estimation - NID.,FRAZAR 1887
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,,1936,1,DA,Pas d'estimation - NID.,LEWIS 1937C
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,/07,1923,1,DA,Pas d'estimation - NID.,LEWIS 1925D
267,Ile du Lac,-60.0904,50.1879,Double-crested Cormorant,Cormoran � aigrettes,17/06,1988,1,DN:DA,Pas d'estimation - NID.,P. BROUSSEAU (COM. PERS.)
267,Ile du Lac,-60.0904,50.1879,Common Eider,Eider � duvet,17/06,1988,1,DN:DA,Pas d'estimation - NID.,P. BROUSSEAU (COM. PERS.)
268,Rochers au Cormoran,-60.0608,50.1622,Atlantic Puffin,Macareux moine,,1938,1,DA:DN?,Pas d'estimation - NID.,JOHNSON 1944
268,Rochers au Cormoran,-60.0608,50.1622,Black Guillemot,Guillemot � miroir,,1938,1,DA:DN?,Pas d'estimation - NID.,JOHNSON 1944
268,Rochers au Cormoran,-60.0608,50.1622,Black Guillemot,Guillemot � miroir,,1928,1,DA:DN?,Pas d'estimation - NID.,AUSTIN 1929
268,Rochers au Cormoran,-60.0608,50.1622,Black Guillemot,Guillemot � miroir,/06,1915,1,DA:DN?,Pas d'estimation - NID.,TOWNSEND 1917
268,Rochers au Cormoran,-60.0608,50.1622,Common Murre,Guillemot marmette,,1926,1,DA:DN?,Pas d'estimation - NID.,CAN. NAT. PARKS BRANCH 1927
268,Rochers au Cormoran,-60.0608,50.1622,Common Murre,Guillemot marmette,/06,1930,900,DA,ANCIEN REFUGE,LEWIS 1931A
268,Rochers au Cormoran,-60.0608,50.1622,Common Murre,Guillemot marmette,/06,1925,3062,DA,ANCIEN REFUGE,LEWIS 1925A
268,Rochers au Cormoran,-60.0608,50.1622,Common Murre,Guillemot marmette,/06,1915,1,DA:DN?,Pas d'estimation - NID.,LEWIS 1922
268,Rochers au Cormoran,-60.0608,50.1622,Common Murre,Guillemot marmette,/07,1833,1,DA:DN?,Pas d'estimation - NID.,TODD 1963
268,Rochers au Cormoran,-60.0608,50.1622,Common Murre,Guillemot marmette,,1941,1,DA:DN?,Pas d'estimation - NID.,TODD 1963
268,Rochers au Cormoran,-60.0608,50.1622,Razorbill,Petit Pingouin,,1939,1,DA,Pas d'estimation,TODD 1963
268,Rochers au Cormoran,-60.0608,50.1622,Razorbill,Petit Pingouin,/06,1935,134,DA,ANCIEN REFUGE,LEWIS 1937A
268,Rochers au Cormoran,-60.0608,50.1622,Razorbill,Petit Pingouin,/06,1930,120,DA,ANCIEN REFUGE,LEWIS 1931A
268,Rochers au Cormoran,-60.0608,50.1622,Razorbill,Petit Pingouin,/06,1925,400,DA,ANCIEN REFUGE,LEWIS 1925A
268,Rochers au Cormoran,-60.0608,50.1622,Razorbill,Petit Pingouin,,1884,1,DN:DA,Pas d'estimation - W,BENT 1922
268,Rochers au Cormoran,-60.0608,50.1622,Razorbill,Petit Pingouin,,1944,1,DA,Pas d'estimation,JOHNSON 1944
268,Rochers au Cormoran,-60.0608,50.1622,Great Black-backed Gull,Go�land marin,/06,1930,24,DA,ANCIEN REFUGE,LEWIS 1931A
268,Rochers au Cormoran,-60.0608,50.1622,Great Black-backed Gull,Go�land marin,/06,1925,70,DA,ANCIEN REFUGE,LEWIS 1925A
268,Rochers au Cormoran,-60.0608,50.1622,Great Black-backed Gull,Go�land marin,/06,1935,26,DA,ANCIEN REFUGE,LEWIS 1937A
268,Rochers au Cormoran,-60.0608,50.1622,Herring Gull,Go�land argent�,/06,1935,12,DA,ANCIEN REFUGE,LEWIS 1937A
268,Rochers au Cormoran,-60.0608,50.1622,Herring Gull,Go�land argent�,/06,1930,26,DA,ANCIEN REFUGE,LEWIS 1931A
268,Rochers au Cormoran,-60.0608,50.1622,Herring Gull,Go�land argent�,/06,1925,80,DA,ANCIEN REFUGE,LEWIS 1925A
268,Rochers au Cormoran,-60.0608,50.1622,Ring-billed Gull,Go�land � bec cercl�,,1884,1,DA,Pas d'estimation - COL.?,FRAZAR 1887
268,Rochers au Cormoran,-60.0608,50.1622,Double-crested Cormorant,Cormoran � aigrettes,,1833,1,DA,Pas d'estimation - NID.,AUDUBON 1897
268,Rochers au Cormoran,-60.0608,50.1622,Double-crested Cormorant,Cormoran � aigrettes,17/06,1978,0,DA(AV),,SCF 1978
268,Rochers au Cormoran,-60.0608,50.1622,Double-crested Cormorant,Cormoran � aigrettes,/06,1977,0,DA(BA),,SCF 1977
268,Rochers au Cormoran,-60.0608,50.1622,Double-crested Cormorant,Cormoran � aigrettes,,1975,0,DA(AV),,SCF 1975
268,Rochers au Cormoran,-60.0608,50.1622,Double-crested Cormorant,Cormoran � aigrettes,,1884,1,DA:DN?,Pas d'estimation - NID.,FRAZAR 1887
268,Rochers au Cormoran,-60.0608,50.1622,Double-crested Cormorant,Cormoran � aigrettes,,1928,40,DN,,LEWIS 1929A
268,Rochers au Cormoran,-60.0608,50.1622,Common Eider,Eider � duvet,/06,1935,30,DN:DA,ANCIEN REFUGE,LEWIS 1937A
268,Rochers au Cormoran,-60.0608,50.1622,Common Eider,Eider � duvet,/06,1930,10,DN:DA,ANCIEN REFUGE,LEWIS 1931A
268,Rochers au Cormoran,-60.0608,50.1622,Common Eider,Eider � duvet,,1927,1,DN:DA,Pas d'estimation,LEWIS 1928A
268,Rochers au Cormoran,-60.0608,50.1622,Common Eider,Eider � duvet,/06,1925,80,DN:DA,ANCIEN REFUGE,LEWIS 1925A
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Red-throated Loon,Plongeon catmarin,22/06,1988,2,DSN,CF.RAP.(B),NASH 1989
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Common Murre,Guillemot marmette,07/07,1986,50,DA(BA),NID.:CART.,SCF 1986
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Common Murre,Guillemot marmette,15/06,2015,0,DA(BA),,SCF 2015
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Razorbill,Petit Pingouin,11/06,2005,10,DA(BA),approx.,SCF 2005
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Razorbill,Petit Pingouin,07/07,1986,12,DA(BA),NID.:CART.,SCF 1986
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Razorbill,Petit Pingouin,06/07,1995,50,DA,CF.CARTE; SITE 24 (pointe ouest),SCF 1995
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Razorbill,Petit Pingouin,15/06,2015,0,DA(BA),,SCF 2015
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Black-legged Kittiwake,Mouette tridactyle,11/06,2005,84,DN(BA),,SCF 2005
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Black-legged Kittiwake,Mouette tridactyle,15/06,2015,132,DSNP(BA),,SCF 2015
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,11/06,2005,74,DN(BA),,SCF 2005
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,05/07,1935,24,DN(BA),ETAB.COL.,LEWIS 1937B
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,,1938,58,DN(BA),,TODD 1963
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,12/06,1937,96,DN(BA),,LEWIS 1938B
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,,1940,12,DN(BA),,LEWIS 1941B
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,19/06,1947,90,DN(BA),,GABRIELSON 1952
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,19/06,1962,58,DSN(BA),,B�DARD 1963A
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,,1975,0,DA(AV),,SCF 1975
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,08/07,1990,60,DSNP(BA),,SCF 1990
269,Ile de Ouapitagone du Large Ouest,-60.04,50.1884,Great Cormorant,Grand Cormoran,12/06,1936,50,DN(BA),,LEWIS 1938B
